class,text,hate
Non-Hate,burqa think peopl west seem get confus worn western countri  im fan know mani peopl wear feel religi often surpris stgen immigr parent tri fit,0
Non-Hate,#bordersecur #borderpatrol #immigr #undocu #aliens#presidenttrump sign execut order end #catchandreleas  huge catch releas ,0
Hate, god sakedont put india danger uncheck appeas ur special communityilleg migrantsn suprem,1
Non-Hate,yearold girl molest immigr detent centertwic  gq   kkkrumpnazi traitor republican,0
Non-Hate, #merkel macron drop record lowsmacronmerkel lost much influenc salvini ignor lectur macron bt mock himhard realiti salviniorbankurz amp #v control migrat debate#visegrad   ,0
Non-Hate,un warn critic gap syrian refuge aid year #unitedn  ,0
Non-Hate, v report warn intent angela merkel brussel expand eus reloc scheme includ vulner migrant african nation   #v #visegrad ,0
Hate,glad save glad save side border #buildthatwal #nevervotedemocratagain,1
Non-Hate,welcom irish immigr favorit color green,0
Non-Hate,refuge resist pressur go home ,0
Non-Hate,immigr coupl speak ice detent ,0
Non-Hate,un pact offer hope world climat migrant #unitedn  ,0
Hate,   illeg immigr invad migrant desper get uk escap war franc mayb get free hous free money freeload taxpay work,1
Hate, say loud say proud refuge welcom,1
Hate,#potus must #buildthatwal first ever msg twitter hope im right  donald trump ever chang abandon us #usa that vote dem worri vote chang potus man,1
Non-Hate,sharyl attkisson hit bill kristol head cold hard truth immigr  thank sharyl  past immigr chosen gov  open border amp rd world trashbil clueless careless twit,0
Non-Hate,ethiopian migrant itali ,0
Non-Hate,feel home place prospect stay wendel berri #missionarylif,0
Hate, yes thing need done calm control mind irrepar mistak wont made #buildthatwal,1
Non-Hate,home guin give refuge asylumseek new chanc ireland xd    #internationalbeerday ,0
Non-Hate,look like uk popul increas  million us immigr forc go home #stopbrexit #fbpe #brexit #guyverhofstadt #waton #barnier ,0
Non-Hate,happi friday world relief partner local church  countri provid disast respons health amp child develop refuge support econom develop amp peacebuild repli let us know aspect work would like know ,0
Non-Hate,interest support #immigrantchildren amp famili #nyc  offer free immigr accompani train wed august   pm learn provid direct amp meaning support immigr communiti rsvp  ,0
Non-Hate,gutwrench piec syrian refuge children sold sham marriag rape ,0
Non-Hate,antiimmigr sheriff joe join sacha baron cohen interview topic get sexual  fast ,0
Hate,america want #buildthewal  #buildthatwal #americast,1
Hate,mexican cartel hitman admit kill  men across us via  need know #mediablackout#buildthewal #noamnesti #nodaca #deportthemal #keepamericanssaf,1
Non-Hate, battlefield fortif,0
Non-Hate,report us plan chang palestinian refuge status #presid #soninlaw  ,0
Non-Hate,still end sight africa #refuge crisi  via  #withrefuge     ,0
Hate, differ canada folk  access  white peopl human rightit take twelv german work pay tax order fund cost one migrant ,1
Non-Hate,du last year fought back abvp violenc snatch dusu presid vp post year #sendthemhom vote thug vote abvp  #abvpkagundaraj,0
Hate,fyi   reason  job #wethepeopl vote  #buildthatwal  incompet cannot complet mandat presid parti  need #walkaway,1
Hate,edmonton attack identifi yo somali refuge abdulahi hasan sharif known polic chthis shock face ed,1
Hate, sharia law student loan put london buse polic forc invit migrant join,1
Hate,  das sind kein flgtlinger illeg immigr #sendthemback,1
Non-Hate,need support make sure mapach releas reunit famili communiti   mapach yet anoth undocu immigr right activist target detain use activ ice cant get away   #freemapach ,0
Hate,countri doom #illeg vote #buildthatwal #voterid #voterepublican,1
Non-Hate,obama releas   uac gangest murder rapist us school  time deport #trump #maga #rednationris  via ,0
Non-Hate,immigr ,0
Non-Hate,#trump back rome migrant cont meet  ,0
Hate,  liber alway call peopl racist dont believ open border illeg  #immigr hurt american worker  liber anti american anti american   danc grave dead american kill,1
Hate,american taxpay support illeg peopl responsibility#deport#buildthatwal,1
Hate,dont distribut across spain  europ send back morocco came #migrant  ,1
Non-Hate, make excus us let run rampant citi fake refuge dont give damn home countri mass emigr hurt africa mass immigr hurt europ,0
Non-Hate,#cnn #fakenew #washingtonpost #msnbc #drivebymedia #mediabiasth major media got wrong  report #presidenttrump call migrant #anim  anyon actual heard presid ,0
Non-Hate,eu unhcrurg #itali #malta let drift migrant ship #unitedn  ,0
Non-Hate,eight year obama weak toward russia ,0
Non-Hate, ethiopian refuge countri check news theyr run live,0
Hate, tweet swede quot countri never immigr neighbour hood set alit,1
Non-Hate,romania czech republ portug poland highest employ rate among migrant born outsid #eu ,0
Hate,     #buildthatwal end #corrupt deport deport deport,1
Non-Hate,shakespear play trumper  romeo juliet sound like immigr name all well end armageddon much ado hillari grab pussi,0
Hate,long take cinco de mayo becom nation holiday th juli becom day mourn remembrance#immigrationinvas #stopthegreatreplac #stoptheinvas #immigr #securethebord #nodaca #noamnesti #buildthewal #redwav #redwaveris,1
Non-Hate,worker #colombian #censo census arriv never seen peopl excit realiz got interview intheflesh immigr ,0
Hate,   #nodaca without mandatori everifi end illeg #immigr reward illeg #noamnesti #keepfamiliestogeth deport illeg famili togeth #trump  #maga  #rednationris ,1
Non-Hate,itali allow migrant land sicili ,0
Hate, learn greenland leav eu immigr rape  violenc  meddl fool impos rule brave ,1
Non-Hate,grace god fed migrant use allah make point god war  christian europ dont want ur grace u god,0
Non-Hate,philippin bishop hit back dutert call god stupid #philippin #europeanunion #rodrigodutert  ,0
Hate,person left innoc american child murder needless person right illeg alien needless murder innoc american child left #builditnow #buildthatwal,1
Non-Hate,import articl rebecca yeo remov right migrant disabl amp disabl #hostileenviron rest power bijan ebrahimi kamil ahmad murder taken serious agenc ostens protect ,0
Non-Hate,un agenc palestinian refuge reduc job us cut #unitedn #westbank #unitedst  ,0
Hate,new enemi hkickl minist interior left comunisticsocialistgreen group make busi refuge everyth bring refuge austria disturb busi ,1
Hate,democrat america sidethey want open border illeg alien keep pour inand get pay near half swing district voter want illeg alien famili deport togeth countries#buildthatwal #maga,1
Hate,econom growth via immigr shift wealth young peopl toward older peopl flood market cheap foreign labor spike profit amp stock cut salari manual amp skill labor offer bluecollar whitecollar employe ,1
Non-Hate,paul ryan big club begin posit comprehens immigr platformnarr  ,0
Non-Hate,thank  decid end particip involuntari deport immigr ,0
Non-Hate,take american immigr help poor peopl countri insid owsley america poorest white counti   ,0
Non-Hate, polit hard done asylum seeker design immigr polici help hous nhs resourc access ordinari uk public go hunger strike buy budgi get public whi,0
Non-Hate,join us effort resettl refuge vital servic becom fundrais donat #kinday campaign  ,0
Non-Hate, israel need divers ur wall racist let arab refuge civil cultur enrich,0
Non-Hate,sanctuari courtroom judg accus help illeg immigr escap ice ,0
Non-Hate,nois deafen tale coloni caus refuge etc noiseth root crisi sovereign debt crisi dissimilar  what caus collaps weve track daili sinc ,0
Non-Hate,greec refuge want go home  european journal  via ## ther  backin spain,0
Hate,#burundi burundian refuge go home ,1
Non-Hate,look coupl  invit refuge world come austria get  benefit without work  learn german  countri social welfar help alway thank mr kurz strach  ,0
Hate,illleg migrat isinvas ,1
Hate,dreamer shot man death roadrag incid brag facebook   #buildthewal #enddaca #noamnesti #deportthemallthi fight illeg alien right creat entitl behavior,1
Non-Hate,us report find  palestinian refuge world   #departmentofst #israel #tedcruz  ,0
Non-Hate,  here work tax   foreign aid countri  war countri  refuge claim migrant resettl  welfar educ migrant  migrant send tax money ba,0
Hate,#standwithic #backtheblu #buildthatwal time send vacat illeg back came start focus dreamer #dacaiswaca #sendthemback,1
Non-Hate,  beaucoup de petit restaurateur embauch des migrant,0
Hate, would suggest #buildthatwal #buildthatwal #buildthatwal #buildthatwal #buildthatwal #buildthatwal #buildthatwal #buildthatwal #buildthatwal add solar panel add alligatorsand arm nun say gracebut #buildthatwal #buildthat,1
Non-Hate, work hard migrant influx #greec mayhem n balkan ceinstead sent back turk roam europe#merkel say send migrant greec greek demand thataccept migrant greec famili reunif ,0
Non-Hate, progress intellectu mani way humanitarian stark contrast current imbecil truli danger presid howev must rememb obama contribut #massincarcer immigr separ immigr famili ,0
Non-Hate,immigr song ,0
Non-Hate,#kakuma #refuge team grow busi  #withrefuge via      ,0
Hate,take twelv german work pay tax order fund cost one migrant ,1
Non-Hate,#rohingya refuge want return #myanmar concern secur want #unitedn monitor return          ,0
Hate,#buildthatwal #releasefisareport #buildthatwal  pleas mr presid shut dem  tire abus #flotus #releasetheunredactedfisareport presid,1
Non-Hate,#tedxkakumacamp show given stage refuge shine given opportun thrive miss event watch talk   #withrefuge ,0
Hate,true well million us nation move like leav   #buildthewal #lockthemup #enddaca ,1
Non-Hate,dont miss #deathofan big screensa courag eyeopen expo truth leftw fascism tactic liber  took legal grate intellig immigr recogn uncov truth thank  ,0
Hate,anyon feel sad angri may go assam ne state may kind take illeg immigr state home like west bengal cm state #nrcassam #indiaforindian #mamtabanerje #sarbanandasonow,1
Non-Hate,world relief first began welcom refuge  sinc  refuge begun rebuild live help dedic volunt generous donor help provid welcom today refuge join today xd  ,0
Non-Hate, differ fake news news similar illeg immigr immigr ,0
Hate,   reunif wrong word  never done  alway illig refuge come brought back border without food without children quick,1
Hate,#buildthatwal stop illeg invas   #nodaca #noamnesti #trump #maga #immigr ,1
Hate,  shut fuck  #buildthatwal,1
Non-Hate,german polic arrest group arab migrant assault jewish man berlin park ,0
Non-Hate,may realiz much met josephin bien fait familyrefuge democrat republ congoat airport immedi began support rebuilt live us ,0
Non-Hate,worker charg sexual molest eight children immigr shelter  via  #realdonaldtrump someth disgrac stop separ children parent,0
Non-Hate,orbn merkel charg hungari refuge polici ,0
Hate, friggin idiot antiamerican #buildthewal #noamnesti #nodaca #drainthedeepst #votedemout #maga #walkaway #trump #thestorm #liberalismisamentaldiseas,1
Non-Hate, detain #croatiatwic month locationmigr aid intern networkseurop need detentiondeport camp share scheme state must use orban model crackdown ngos guid illeg migrants#visegrad #v ,0
Hate,#familiesbelongtogether#deport #illegalalien #enddaca #roundupdaca #defund #sanctuaryc #sanctuaryst #buildthewal,1
Hate, yes didnt hussein take care #nodaca instead unlaw keep go allow illeg alien pour usa bring muslim middl night call isi isil take pallet cash enemi trevon could,1
Hate,skinni alway healthi tell hollywoodthey wouldnt hous immigr refuge obama war n dare say hate trump bc globalist democracyhav look pari franc latelypoor peopl campaign get fund dem rep ,1
